ItemNo,GroupNo,ShelfNo
P1689,52,47
P1711,52,5
P0142,52,82
P0707,52,67
P0511,52,115
P1395,52,36
P1381,52,78
P0415,52,73
P0798,52,21
P0050,52,97
P0285,53,105
P0873,53,127
P1678,53,112
P0928,53,139
P0071,53,90
P0424,53,151
P0759,53,134
P1405,53,44
P1101,53,82
P1776,53,170
P1763,53,118
P1304,53,122
P1112,53,54
P1592,53,56
P0963,53,152
P1256,53,165
P1160,53,64
P1023,53,8
P0770,53,80
P1091,53,161
P0570,53,131
P0253,53,15
P0297,53,49
P0761,53,182
P0990,53,84
P1282,53,65
P1104,53,193
P1668,53,123
P0555,53,133
P0674,53,32
P0507,53,141
P0834,53,168
P0536,53,188
P1253,53,126
P0079,53,33
P1794,53,124
P0673,53,63
P1829,53,196
P0856,53,172
P0227,53,100
P0880,53,130
P1286,53,91
P0539,53,186
P0398,53,194
P0849,53,140
P0498,53,94
P0029,53,111
P1277,53,22
P1326,53,173
P0756,53,6
P0981,53,156
P1250,53,107
P1105,53,37
P0701,53,113
P1816,53,76
P1260,53,162
P0430,53,146
P0228,53,78
P1828,53,192
P0853,53,53
P0616,53,149
P0450,53,96
P1317,53,155
P0432,53,71
P0313,53,184
P1164,53,166
P0315,53,200
P0129,53,195
P0962,53,26
P0404,53,119
P0950,53,25
P0336,53,142
P1242,53,67
P1247,53,120
P1360,53,13
P1728,53,34
P1718,53,179
P1846,53,187
P0703,53,121
P0617,53,70
P0352,53,79
P0662,53,99
P0425,53,83
P0736,53,35
P1569,53,157
P1052,53,52
P1045,53,58
P1319,53,171
P1375,53,42
P0888,53,160
P0008,53,154
P0925,53,137
P0412,53,191
P1628,53,5
P0916,53,59
P1844,53,198
P0191,53,93
P1159,53,7
P0563,53,178
P1261,53,43
P0941,53,60
P1854,53,89
P0148,53,14
P1859,53,36
P0177,53,45
P0708,53,68
P0805,53,163
P1673,53,57
P0447,53,46
P0967,53,2
P1290,53,150
P1244,53,20
P0088,53,77
P1589,53,101
P0291,53,138
P0063,53,106
P0493,53,153
P1154,53,50
P0740,53,104
P1674,53,143
P1406,53,29
P1368,53,16
P1351,53,88
P0141,53,114
P1298,53,177
P0035,53,21
P0653,53,181
P1658,53,128
P1940,53,183
P0920,53,86
P0851,53,185
P1305,53,144
P0522,53,47
P0762,53,189
P1610,53,9
P1670,53,40
P0453,53,103
P1613,53,97
P0127,53,10
P0466,53,135
P1357,53,159
P0414,53,197
P0515,53,81
P1299,53,147
P1316,53,28
P1245,53,19
P1201,53,41
P0428,53,110
P0210,53,17
P0909,53,18
P1321,53,27
P1137,53,30
P0343,53,98
P0670,53,69
P1287,53,12
P1614,53,180
P1607,53,55
P0685,53,176
P1823,53,164
P1006,53,148
P1308,53,66
P0152,53,48
P0379,53,132
P0548,53,23
P1657,53,175
P1860,53,11
P0975,53,109
P0938,53,31
P0111,53,108
P1314,53,117
P0307,53,1
P1102,53,145
P0872,53,169
P0337,53,158
P1341,53,51
P1243,53,116
P1383,53,38
P0927,53,74
P0046,53,75
P0758,53,61
P1019,53,136
P0302,53,62
P1525,53,24
P0128,53,190
P0709,53,129
P1227,53,167
P1818,53,92
P0978,53,102
P1063,53,3
P1409,53,39
P0024,53,85
P0777,53,95
P1781,53,174
P0511,53,72
P0202,53,87
P1081,53,125
P1264,53,115
P1381,53,4
P1845,53,199
P1834,53,73
P0109,54,86
P1202,54,100
P1296,54,128
P1791,54,171
P0879,54,82
P1655,54,28
P1280,54,35
P0006,54,114
P1776,54,108
P1304,54,43
P0370,54,64
P1403,54,189
P1256,54,18
P0239,54,2
P0434,54,23
P0060,54,188
P0411,54,47
P0727,54,164
P0059,54,198
P1091,54,176
P0570,54,115
P1435,54,190
P0297,54,111
P1836,54,20
P0819,54,98
P0660,54,109
P1605,54,72
P0761,54,4
P1795,54,112
P1281,54,50
P1282,54,49
P1668,54,177
P0555,54,102
P1165,54,26
P0816,54,60
P0796,54,12
P0834,54,81
P0536,54,89
P0535,54,38
P1456,54,183
P0832,54,58
P0856,54,59
P0491,54,83
P0844,54,69
P0880,54,90
P0849,54,97
P0686,54,37
P0911,54,57
P0498,54,181
P1627,54,147
P0178,54,8
P1326,54,131
P0638,54,120
P0056,54,21
P0666,54,187
P1250,54,170
P0876,54,185
P1087,54,46
P0373,54,75
P0701,54,31
P1124,54,85
P1816,54,178
P0430,54,110
P0845,54,79
P0998,54,134
P0429,54,124
P1775,54,161
P1626,54,180
P0853,54,74
P0038,54,11
P0616,54,7
P0450,54,154
P0209,54,91
P0355,54,41
P1427,54,103
P1835,54,27
P1164,54,22
P0520,54,76
P1482,54,173
P0484,54,118
P0665,54,192
P1414,54,133
P1247,54,165
P1360,54,142
P0810,54,168
P0440,54,153
P0989,54,73
P0684,54,194
P0948,54,139
P0352,54,104
P0435,54,33
P1376,54,29
P0639,54,127
P1498,54,195
P1270,54,10
P0353,54,123
P0949,54,144
P1052,54,126
P1374,54,130
P0902,54,36
P1320,54,169
P0455,54,150
P1042,54,78
P1319,54,167
P0472,54,129
P1147,54,135
P1358,54,149
P1216,54,39
P0191,54,143
P0563,54,87
P1083,54,175
P0820,54,99
P1279,54,30
P0947,54,45
P1284,54,155
P1100,54,3
P1248,54,159
P1824,54,9
P1803,54,14
P0710,54,65
P1674,54,116
P0055,54,42
P1519,54,136
P1368,54,44
P0519,54,56
P0653,54,55
P1940,54,132
P0035,54,162
P1658,54,92
P1499,54,186
P1298,54,117
P0920,54,51
P0134,54,13
P1288,54,141
P0145,54,158
P1497,54,191
P0427,54,15
P0449,54,52
P1662,54,16
P0737,54,148
P0757,54,66
P1560,54,179
P0833,54,95
P1096,54,145
P0182,54,182
P1299,54,122
P1316,54,101
P1422,54,105
P1295,54,121
P0061,54,193
P0909,54,53
P1321,54,138
P1789,54,163
P0118,54,5
P1318,54,166
P0969,54,48
P1251,54,172
P0676,54,1
P1457,54,197
P1595,54,137
P1614,54,113
P0685,54,140
P0814,54,94
P1606,54,71
P1660,54,40
P0610,54,146
P0551,54,80
P0433,54,25
P1657,54,32
P0379,54,119
P1278,54,34
P0548,54,68
P1404,54,199
P0426,54,6
P0496,54,54
P0237,54,96
P0337,54,156
P1495,54,196
P1654,54,67
P0655,54,62
P1496,54,184
P0815,54,93
P0818,54,63
P1094,54,77
P0247,54,17
P0704,54,84
P1227,54,174
P0654,54,61
P0413,54,88
P0707,54,19
P0142,54,157
P1781,54,107
P0399,54,70
P0836,54,125
P0062,54,151
P0415,54,106
P0436,54,152
P1249,54,160
P1834,54,24
P1202,55,171
P0285,55,193
P0246,55,185
P0928,55,58
P1791,55,5
P1449,55,194
P0578,55,35
P0380,55,147
P0071,55,179
P1788,55,141
P0803,55,178
P0006,55,34
P0165,55,186
P0110,55,200
P1815,55,162
P0982,55,1
P1686,55,45
P1403,55,150
P1256,55,70
P0528,55,157
P1340,55,135
P1426,55,121
P0531,55,46
P1565,55,88
P1795,55,170
P0007,55,134
P1668,55,69
P0829,55,181
P0555,55,122
P0926,55,62
P0259,55,75
P1858,55,65
P1794,55,47
P0069,55,138
P0258,55,192
P0856,55,81
P0284,55,96
P0880,55,111
P0517,55,140
P0849,55,143
P0398,55,7
P1839,55,168
P0030,55,8
P0609,55,39
P1638,55,158
P0638,55,86
P0666,55,166
P1087,55,33
P1250,55,10
P1593,55,41
P1105,55,4
P0430,55,84
P0847,55,60
P0768,55,108
P1626,55,126
P0529,55,151
P0853,55,195
P0616,55,188
P1681,55,112
P0362,55,149
P1856,55,77
P1228,55,177
P1528,55,93
P0355,55,11
P0952,55,196
P1164,55,129
P1193,55,198
P0579,55,159
P0677,55,31
P0116,55,160
P0463,55,48
P1861,55,107
P0703,55,164
P1335,55,38
P0684,55,97
P1830,55,94
P1941,55,12
P0114,55,21
P1052,55,22
P0736,55,56
P0910,55,82
P0949,55,36
P1320,55,27
P1238,55,115
P1319,55,68
P0201,55,130
P0772,55,106
P0393,55,114
P1417,55,29
P0925,55,51
P1216,55,32
P0813,55,113
P0334,55,78
P0563,55,100
P0675,55,15
P0502,55,133
P1609,55,131
P1353,55,142
P1356,55,163
P0708,55,55
P0947,55,156
P1284,55,105
P0967,55,139
P1290,55,191
P0649,55,102
P0088,55,99
P0822,55,20
P0342,55,85
P1111,55,71
P1589,55,132
P1384,55,26
P1345,55,174
P0291,55,124
P0493,55,61
P1674,55,125
P0055,55,176
P1219,55,25
P1406,55,165
P1036,55,154
P0141,55,28
P0519,55,120
P1940,55,64
P1810,55,137
P0346,55,167
P0851,55,9
P1305,55,128
P0912,55,16
P0449,55,52
P0994,55,119
P1591,55,184
P1218,55,72
P0737,55,116
P1625,55,187
P0466,55,91
P1825,55,3
P1255,55,59
P0356,55,2
P1096,55,117
P0823,55,23
P1299,55,123
P1316,55,63
P1422,55,145
P1295,55,101
P0061,55,183
P0210,55,30
P0909,55,18
P0944,55,155
P0643,55,136
P1487,55,67
P1321,55,6
P0858,55,44
P0280,55,83
P0464,55,54
P0850,55,43
P0343,55,189
P0714,55,49
P1619,55,74
P0795,55,173
P1595,55,42
P1607,55,197
P1823,55,127
P0863,55,103
P0081,55,24
P1308,55,98
P0532,55,182
P1596,55,175
P1278,55,80
P0938,55,153
P1314,55,19
P1102,55,76
P1121,55,146
P0357,55,199
P1012,55,40
P1181,55,161
P1520,55,17
P1341,55,169
P0240,55,118
P0166,55,73
P0815,55,104
P1642,55,66
P0128,55,110
P1525,55,14
P1302,55,180
P1227,55,152
P0704,55,53
P0500,55,37
P1703,55,92
P0275,55,144
P1231,55,190
P1602,55,95
P0211,55,172
P1081,55,57
P1373,55,87
P0544,55,50
P0062,55,90
P1200,55,89
P0415,55,148
P1043,55,79
P1365,55,109
P1523,55,13
P1678,56,37
P0873,56,153
P1791,56,85
P1774,56,47
P1280,56,141
P0380,56,66
P0071,56,191
P0771,56,190
P0993,56,92
P0803,56,110
P0984,56,72
P1400,56,48
P1405,56,58
P0877,56,146
P0759,56,181
P1097,56,126
P1206,56,88
P1230,56,192
P0982,56,68
P1256,56,198
P0963,56,80
P1813,56,21
P0509,56,149
P0411,56,120
P0569,56,171
P0151,56,174
P0179,56,132
P0570,56,34
P0531,56,116
P0297,56,61
P0931,56,4
P0065,56,139
P1795,56,22
P0007,56,60
P1281,56,140
P0801,56,104
P0394,56,7
P1183,56,127
P0796,56,97
P0848,56,123
P0536,56,20
P0840,56,145
P0122,56,8
P1794,56,172
P1399,56,2
P0491,56,51
P0227,56,79
P0517,56,41
P0539,56,27
P0398,56,9
P0849,56,122
P1839,56,73
P0174,56,130
P0562,56,101
P0933,56,96
P1267,56,35
P1638,56,24
P0603,56,89
P0218,56,76
P0802,56,107
P1816,56,13
P1237,56,144
P0430,56,49
P0847,56,114
P0473,56,44
P1594,56,159
P0998,56,11
P0768,56,62
P0828,56,90
P0567,56,197
P1599,56,99
P0323,56,178
P1528,56,105
P0432,56,180
P0962,56,77
P0591,56,38
P1414,56,10
P1178,56,135
P1584,56,176
P1639,56,16
P0463,56,103
P0703,56,143
P0440,56,166
P0989,56,82
P0964,56,67
P0684,56,136
P0352,56,155
P1311,56,86
P1830,56,100
P0865,56,134
P1640,56,46
P0949,56,106
P1608,56,18
P1651,56,195
P1238,56,165
P0821,56,1
P0393,56,6
P0800,56,128
P0508,56,64
P1258,56,186
P0191,56,177
P1820,56,29
P0563,56,17
P1636,56,23
P0190,56,185
P1261,56,193
P0811,56,30
P0941,56,78
P0999,56,3
P1356,56,75
P0805,56,160
P1284,56,161
P1824,56,94
P0822,56,12
P1057,56,53
P1111,56,196
P0852,56,121
P1589,56,158
P0090,56,179
P0932,56,15
P1519,56,5
P0146,56,169
P1940,56,50
P1275,56,142
P0789,56,40
P0851,56,125
P1001,56,59
P0556,56,42
P0762,56,129
P0145,56,157
P0427,56,119
P0501,56,69
P1220,56,74
P0219,56,81
P0757,56,156
P0538,56,138
P1645,56,91
P1014,56,52
P1255,56,63
P1362,56,33
P0296,56,131
P1257,56,65
P0020,56,112
P0515,56,152
P1213,56,111
P1096,56,118
P1635,56,28
P1827,56,117
P0858,56,133
P1487,56,108
P1009,56,148
P1789,56,102
P0850,56,115
P1595,56,163
P1047,56,167
P1614,56,151
P1607,56,184
P1823,56,194
P0814,56,26
P0812,56,187
P1088,56,43
P1006,56,200
P0863,56,71
P0532,56,162
P0123,56,32
P0379,56,182
P1596,56,164
P1278,56,170
P1174,56,56
P1272,56,124
P0395,56,14
P1191,56,98
P1102,56,137
P1121,56,147
P0337,56,54
P0612,56,109
P0240,56,168
P0166,56,150
P0745,56,188
P0815,56,19
P1019,56,199
P0302,56,55
P0363,56,93
P0523,56,84
P1302,56,173
P1227,56,113
P0500,56,70
P0657,56,95
P1868,56,154
P1818,56,31
P0211,56,83
P0707,56,25
P0399,56,45
P0276,56,57
P1561,56,36
P1373,56,189
P0415,56,183
P1867,56,39
P0739,56,87
P1127,56,175
P0109,57,196
P1202,57,195
P0873,57,9
P1280,57,106
P1123,57,44
P0089,57,190
P1553,57,48
P0461,57,150
P0759,57,81
P1776,57,83
P1763,57,129
P0277,57,114
P1112,57,95
P1538,57,60
P0697,57,40
P1142,57,153
P0370,57,63
P0381,57,4
P1256,57,73
P1517,57,162
P0239,57,24
P1323,57,171
P0513,57,45
P0059,57,185
P0151,57,170
P0179,57,93
P1435,57,28
P1448,57,38
P0660,57,165
P0402,57,61
P1281,57,85
P0672,57,30
P0007,57,53
P0671,57,23
P1140,57,156
P1741,57,22
P0507,57,54
P0259,57,14
P0126,57,108
P1055,57,140
P0226,57,179
P0539,57,76
P0849,57,166
P1286,57,27
P1377,57,143
P1839,57,111
P0398,57,64
P0042,57,3
P0911,57,101
P1852,57,8
P0498,57,105
P0933,57,180
P0029,57,169
P1326,57,66
P0056,57,68
P0218,57,151
P1624,57,7
P1764,57,198
P1124,57,118
P1237,57,163
P0845,57,172
P0936,57,113
P0853,57,168
P0450,57,41
P0362,57,126
P0774,57,99
P0209,57,119
P0497,57,121
P0952,57,32
P0432,57,193
P1217,57,127
P0336,57,71
P0859,57,21
P1718,57,77
P0690,57,96
P0703,57,104
P0617,57,72
P0611,57,25
P1361,57,123
P0440,57,57
P0571,57,13
P1161,57,138
P0425,57,158
P0724,57,33
P0353,57,67
P0985,57,88
P0949,57,59
P0114,57,79
P1374,57,69
P0910,57,58
P1320,57,199
P1045,57,82
P1453,57,154
P1683,57,161
P0821,57,94
P0804,57,147
P0393,57,65
P1417,57,90
P1035,57,187
P1685,57,175
P1258,57,49
P1276,57,98
P0992,57,120
P0117,57,182
P1820,57,62
P0488,57,146
P0921,57,107
P0805,57,100
P0105,57,20
P1100,57,184
P0482,57,103
P1853,57,11
P0545,57,144
P0063,57,52
P0710,57,174
P1674,57,39
P1481,57,70
P0203,57,125
P0711,57,141
P1219,57,37
P0746,57,1
P1170,57,42
P1940,57,84
P0716,57,34
P0920,57,176
P1307,57,102
P1116,57,155
P0195,57,133
P0762,57,186
P1303,57,26
P0449,57,181
P1192,57,145
P0994,57,75
P1665,57,5
P0737,57,135
P1613,57,47
P1575,57,188
P1784,57,134
P0372,57,149
P0414,57,194
P0809,57,136
P1255,57,109
P1362,57,16
P1257,57,110
P0667,57,29
P1300,57,46
P0904,57,167
P1316,57,115
P1252,57,177
P0909,57,78
P0210,57,164
P0451,57,51
P1321,57,56
P1789,57,189
P0216,57,122
P0280,57,117
P1318,57,74
P0037,57,178
P0670,57,131
P0905,57,31
P0343,57,43
P0646,57,15
P1254,57,89
P1607,57,112
P1287,57,10
P1619,57,12
P0812,57,116
P1289,57,159
P0863,57,152
P0929,57,124
P0610,57,36
P0266,57,191
P1278,57,173
P0307,57,2
P1121,57,18
P1341,57,86
P0807,57,192
P0374,57,87
P0135,57,50
P0533,57,130
P0166,57,35
P1383,57,92
P0279,57,80
P0758,57,157
P1019,57,148
P0305,57,6
P1302,57,142
P0415,57,132
P0707,57,160
P0142,57,197
P1483,57,55
P0558,57,97
P0062,57,91
P1530,57,137
P1172,57,128
P0694,57,19
P0739,57,183
P0050,57,17
P1834,57,139
P1791,58,25
P1280,58,154
P0380,58,4
P1079,58,59
P0006,58,101
P0877,58,87
P1101,58,199
P1097,58,31
P0277,58,86
P0110,58,45
P0049,58,47
P0697,58,35
P1815,58,144
P1403,58,121
P0516,58,173
P0009,58,107
P1407,58,28
P0411,58,8
P0513,58,116
P0059,58,195
P1091,58,133
P1661,58,14
P1184,58,141
P1715,58,128
P0297,58,175
P1138,58,122
P1603,58,142
P1484,58,81
P1755,58,189
P0007,58,48
P1022,58,46
P0674,58,149
P0926,58,106
P1741,58,63
P1858,58,160
P0535,58,127
P0207,58,192
P0079,58,171
P1794,58,190
P0258,58,23
P1352,58,191
P0880,58,32
P1377,58,163
P0517,58,147
P0398,58,167
P1514,58,140
P1732,58,125
P1839,58,60
P0608,58,7
P0824,58,155
P0030,58,156
P1277,58,157
P1326,58,13
P0638,58,150
P0666,58,34
P1611,58,139
P0981,58,54
P1593,58,110
P1087,58,82
P0738,58,11
P0391,58,118
P1641,58,53
P0853,58,33
P0828,58,198
P0229,58,83
P0362,58,148
P1228,58,98
P0952,58,41
P1856,58,109
P1528,58,153
P1672,58,103
P0950,58,162
P1193,58,37
P0591,58,5
P1574,58,113
P1531,58,179
P0677,58,185
P1478,58,137
P1639,58,135
P1044,58,56
P1247,58,27
P0810,58,176
P0703,58,22
P1826,58,10
P1335,58,79
P0948,58,44
P0571,58,68
P1270,58,120
P1559,58,2
P1830,58,134
P0736,58,18
P1941,58,174
P1640,58,55
P1320,58,164
P1269,58,180
P0181,58,62
P0201,58,69
P0821,58,19
P1650,58,88
P0008,58,104
P1465,58,21
P0925,58,168
P1216,58,78
P0783,58,61
P0191,58,64
P1671,58,102
P0563,58,17
P0675,58,159
P1857,58,76
P1609,58,138
P1353,58,67
P1355,58,42
P1425,58,117
P1168,58,43
P1244,58,170
P1021,58,24
P1057,58,99
P0613,58,36
P1111,58,40
P1411,58,73
P0474,58,129
P1274,58,29
P0740,58,151
P1095,58,132
P1406,58,152
P0255,58,57
P0641,58,71
P1351,58,194
P0235,58,165
P0146,58,178
P1940,58,115
P0920,58,100
P0906,58,187
P0427,58,97
P0693,58,3
P0881,58,196
P1354,58,200
P0296,58,93
P0606,58,16
P0678,58,183
P1316,58,177
P1252,58,1
P1385,58,182
P1827,58,146
P1009,58,161
P0216,58,193
P0464,58,85
P0280,58,94
P0343,58,124
P0634,58,6
P0714,58,12
P1398,58,95
P1254,58,123
P1347,58,96
P1588,58,52
P1457,58,75
P1619,58,72
P1823,58,181
P0125,58,65
P1272,58,90
P0548,58,172
P1600,58,188
P1802,58,15
P1314,58,114
P1476,58,136
P1520,58,169
P1039,58,111
P0337,58,89
P1510,58,77
P0533,58,126
P0743,58,30
P1143,58,143
P0166,58,51
P1804,58,91
P0927,58,112
P1496,58,80
P1642,58,58
P1490,58,84
P0305,58,105
P0302,58,108
P0831,58,74
P1787,58,39
P0978,58,166
P1488,58,9
P0211,58,130
P1918,58,38
P0344,58,131
P1722,58,184
P0399,58,66
P0276,58,92
P1053,58,186
P0544,58,26
P0558,58,20
P0576,58,145
P0341,58,197
P1043,58,50
P1365,58,119
P1867,58,49
P1523,58,158
P1090,58,70
P0928,59,105
P1774,59,199
P0153,59,8
P0071,59,147
P1788,59,117
P1113,59,81
P1101,59,14
P1763,59,52
P1206,59,17
P0370,59,118
P0054,59,188
P0825,59,173
P1403,59,34
P1751,59,190
P1485,59,101
P1023,59,86
P1563,59,160
P0411,59,61
P0179,59,100
P0570,59,124
P0067,59,66
P0531,59,71
P1115,59,106
P1281,59,187
P1282,59,131
P0394,59,198
P0799,59,74
P0555,59,196
P0469,59,125
P0848,59,104
P0883,59,138
P1829,59,22
P0069,59,116
P0856,59,55
P1050,59,28
P1724,59,181
P0398,59,153
P0608,59,167
P0298,59,90
P0562,59,6
P0587,59,119
P0933,59,185
P0504,59,12
P0756,59,91
P0603,59,3
P0666,59,26
P1250,59,176
P0958,59,129
P0446,59,157
P0738,59,62
P1124,59,31
P0845,59,9
P0847,59,41
P0384,59,193
P1228,59,48
P0962,59,175
P1178,59,128
P1073,59,135
P0463,59,141
P1229,59,82
P0565,59,33
P0617,59,60
P1134,59,4
P1335,59,11
P1826,59,134
P0966,59,70
P0352,59,83
P1311,59,78
P1052,59,154
P1319,59,178
P0201,59,114
P1650,59,49
P1106,59,152
P0393,59,68
P0760,59,130
P1276,59,36
P0476,59,166
P0487,59,27
P0191,59,132
P0563,59,16
P1034,59,39
P0502,59,108
P1327,59,171
P1356,59,97
P1013,59,25
P0708,59,73
P0447,59,58
P1577,59,110
P1425,59,51
P1824,59,5
P0088,59,21
P1057,59,115
P0613,59,189
P1394,59,195
P0852,59,75
P0257,59,103
P1214,59,98
P0545,59,69
P1384,59,179
P1589,59,109
P1041,59,50
P1345,59,142
P0090,59,133
P1674,59,121
P0711,59,63
P0100,59,79
P1406,59,168
P0293,59,145
P1586,59,54
P1351,59,161
P1656,59,1
P0235,59,177
P0141,59,174
P0146,59,180
P1940,59,53
P1734,59,146
P0920,59,76
P0346,59,144
P0874,59,99
P0906,59,95
P0556,59,162
P1205,59,165
P1610,59,84
P0974,59,192
P1303,59,123
P0449,59,40
P0971,59,111
P1218,59,89
P0757,59,77
P0127,59,87
P0538,59,137
P1357,59,122
P1825,59,182
P0414,59,18
P1255,59,43
P0356,59,172
P0980,59,44
P1096,59,96
P0515,59,184
P0593,59,64
P0198,59,139
P1931,59,200
P1316,59,13
P1393,59,2
P1201,59,88
P0210,59,170
P0643,59,59
P0377,59,151
P1197,59,164
P0118,59,10
P1878,59,56
P1721,59,37
P0634,59,155
P1595,59,47
P1457,59,30
P1614,59,136
P0862,59,35
P0081,59,183
P0929,59,148
P0532,59,107
P0610,59,92
P0972,59,120
P0379,59,156
P1657,59,32
P1015,59,57
P0779,59,112
P1860,59,80
P1802,59,186
P1756,59,72
P1314,59,102
P0097,59,127
P1404,59,20
P1199,59,19
P0527,59,85
P0496,59,140
P0374,59,29
P1024,59,149
P1446,59,94
P0743,59,158
P1182,59,42
P1028,59,126
P0305,59,194
P0656,59,197
P0797,59,169
P0057,59,23
P0523,59,7
P0540,59,15
P1703,59,163
P1063,59,93
P0243,59,159
P1689,59,38
P0413,59,24
P0589,59,67
P0378,59,143
P0707,59,150
P1395,59,45
P0304,59,113
P1712,59,191
P1373,59,65
P0415,59,46
P0873,60,27
P1791,60,66
P1280,60,168
P1819,60,24
P1382,60,80
P0066,60,25
P0424,60,154
P0103,60,97
P1203,60,197
P0594,60,102
P1016,60,42
P0481,60,149
P0049,60,167
P1206,60,98
P0381,60,151
P0982,60,106
P1686,60,145
P0963,60,48
P0101,60,144
P0569,60,169
P0570,60,35
P0067,60,18
P0531,60,26
P0683,60,188
P1484,60,152
P1104,60,90
P1282,60,195
P1129,60,165
P1281,60,40
P1795,60,139
P0394,60,179
P0799,60,122
P0555,60,6
P0926,60,125
P1363,60,118
P0834,60,85
P1747,60,200
P0673,60,161
P1794,60,166
P0258,60,100
P0832,60,55
P0856,60,128
P1647,60,146
P1724,60,73
P0880,60,142
P1377,60,83
P1839,60,51
P0713,60,116
P1852,60,191
P0835,60,108
P0498,60,86
P0112,60,7
P1139,60,32
P1250,60,37
P1105,60,88
P0429,60,137
P0362,60,74
P0642,60,157
P0588,60,156
P1217,60,58
P0665,60,1
P0962,60,28
P0104,60,96
P0579,60,135
P1639,60,22
P1478,60,148
P0731,60,2
P0810,60,3
P0617,60,95
P1826,60,172
P0324,60,175
P0611,60,103
P0639,60,198
P1376,60,81
P0553,60,107
P1374,60,67
P0910,60,185
P0197,60,182
P1473,60,133
P0181,60,69
P0201,60,143
P0821,60,60
P1147,60,52
P0008,60,162
P0340,60,134
P0412,60,112
P0339,60,186
P1628,60,62
P0992,60,190
P0813,60,23
P0191,60,36
P0488,60,126
P1636,60,19
P1623,60,89
P1327,60,68
P0175,60,4
P1356,60,8
P0148,60,155
P0403,60,196
P0105,60,93
P1425,60,75
P1533,60,174
P1866,60,34
P1309,60,45
P0822,60,76
P0852,60,158
P1214,60,29
P0545,60,57
P1384,60,78
P1345,60,10
P0493,60,39
P0710,60,176
P1481,60,104
P0203,60,11
P0711,60,47
P1406,60,65
P0255,60,46
P0884,60,181
P1656,60,87
P1734,60,184
P1940,60,84
P0146,60,163
P1658,60,14
P0716,60,159
P1116,60,189
P0851,60,79
P1765,60,15
P0906,60,33
P0974,60,177
P0449,60,199
P0912,60,64
P0561,60,59
P0994,60,131
P1218,60,54
P0757,60,61
P0371,60,123
P1014,60,41
P1257,60,170
P1096,60,44
P0980,60,113
P1300,60,160
P0823,60,56
P1337,60,150
P0678,60,70
P1635,60,13
P1252,60,173
P1316,60,138
P1385,60,82
P0773,60,140
P0210,60,71
P0377,60,12
P1009,60,127
P1789,60,38
P0343,60,130
P0676,60,136
P1099,60,110
P1287,60,109
P1607,60,192
P0814,60,16
P0908,60,63
P0929,60,147
P0152,60,92
P0551,60,164
P0972,60,132
P1015,60,115
P1657,60,72
P1278,60,43
P0068,60,17
P0486,60,153
P0938,60,99
P0097,60,5
P1415,60,124
P1012,60,111
P1578,60,94
P1181,60,129
P0345,60,9
P0318,60,121
P0960,60,193
P0744,60,91
P1268,60,31
P0743,60,114
P0166,60,117
P1383,60,77
P0815,60,20
P0305,60,105
P1019,60,180
P0656,60,53
P0310,60,187
P1302,60,101
P0704,60,30
P1818,60,21
P0024,60,194
P0554,60,178
P0707,60,171
P1381,60,183
P0281,60,49
P1365,60,119
P0988,60,120
P1090,60,141
P1834,60,50
P0873,61,105
P0578,61,58
P1280,61,63
P0071,61,165
P0682,61,14
P0431,61,155
P1097,61,169
P0277,61,179
P0165,61,86
P1112,61,160
P0239,61,83
P1563,61,122
P0781,61,6
P1091,61,1
P0882,61,70
P0067,61,17
P0531,61,96
P1565,61,127
P0819,61,132
P0660,61,35
P1755,61,87
P1795,61,144
P1158,61,178
P0007,61,84
P1710,61,71
P0394,61,55
P0555,61,107
P0816,61,25
P0259,61,15
P0915,61,177
P0536,61,21
P1858,61,93
P1458,61,78
P1794,61,134
P1590,61,124
P0856,61,188
P1050,61,174
P0748,61,2
P0539,61,32
P0517,61,189
P1026,61,129
P0824,61,112
P0911,61,193
P0298,61,113
P0562,61,116
P0933,61,51
P0108,61,23
P1077,61,199
P1326,61,54
P0609,61,29
P0025,61,147
P1638,61,168
P0638,61,42
P1611,61,99
P0802,61,100
P1139,61,180
P1087,61,62
P0387,61,47
P1260,61,156
P0847,61,92
P1594,61,88
P0228,61,121
P0998,61,33
P0429,61,117
P0232,61,123
P0962,61,67
P1414,61,131
P0600,61,89
P0572,61,192
P0973,61,90
P0617,61,163
P1622,61,141
P1439,61,171
P0948,61,43
P1618,61,94
P0324,61,50
P1559,61,56
P0614,61,13
P0736,61,186
P1569,61,149
P1052,61,85
P1328,61,126
P0458,61,53
P0181,61,3
P0472,61,49
P0821,61,46
P1650,61,172
P0753,61,140
P0888,61,150
P1687,61,176
P1685,61,69
P1783,61,68
P0412,61,128
P1258,61,153
P0568,61,195
P0813,61,30
P0334,61,19
P0190,61,120
P0563,61,18
P0488,61,198
P1609,61,190
P1327,61,28
P0148,61,48
P0708,61,181
P0947,61,64
P1577,61,170
P0397,61,143
P1290,61,148
P0822,61,45
P1186,61,130
P1394,61,75
P1111,61,111
P0257,61,72
P1653,61,157
P1384,61,145
P0566,61,119
P0740,61,26
P1481,61,41
P0924,61,109
P0361,61,76
P1351,61,8
P0167,61,77
P1734,61,11
P1940,61,57
P1658,61,16
P0959,61,7
P0920,61,200
P0851,61,38
P0755,61,135
P0556,61,66
P1020,61,108
P0372,61,142
P0538,61,79
P0043,61,110
P0574,61,197
P1014,61,138
P0020,61,125
P0182,61,37
P1299,61,114
